"","State","Year","Month","civil_noninstitutionalpop","laborforce","percentlaborforce","totalemploy","peremploy","totalunemploy","unemployrate"
"14354","South Dakota","1998","July",551150,399491,72.5,388514,70.5,10977,2.7
"14355","Tennessee","1998","July",4274293,2814462,65.8,2693322,63,121140,4.3
"14356","Texas","1998","July",14647939,10118157,69.1,9618058,65.7,500099,4.9
"14357","Utah","1998","July",1526187,1102554,72.2,1061804,69.6,40750,3.7
"14358","Vermont","1998","July",463510,334077,72.1,322750,69.6,11327,3.4
"14359","Virginia","1998","July",5170148,3488604,67.5,3388243,65.5,100361,2.9
"14360","Washington","1998","July",4353050,3049543,70.1,2903580,66.7,145963,4.8
"14361","West Virginia","1998","July",1434278,794983,55.4,741884,51.7,53099,6.7
"14362","Wisconsin","1998","July",4013915,2969533,74,2868672,71.5,100861,3.4
"14363","Wyoming","1998","July",367212,257994,70.3,245787,66.9,12207,4.7
"14364","Alabama","1998","August",3346417,2138618,63.9,2042531,61,96087,4.5
"14365","Alaska","1998","August",427103,315843,74,295743,69.2,20100,6.4
"14366","Arizona","1998","August",3691514,2399031,65,2296941,62.2,102090,4.3
"14367","Arkansas","1998","August",1983824,1241833,62.6,1178139,59.4,63694,5.1
"14368","California","1998","August",24326519,16190031,66.6,15225210,62.6,964821,6
"14370","Colorado","1998","August",3119660,2322731,74.5,2237509,71.7,85222,3.7
"14371","Connecticut","1998","August",2573160,1742769,67.7,1685171,65.5,57598,3.3
"14372","Delaware","1998","August",582911,396391,68,381527,65.5,14864,3.7
"14373","District of Columbia","1998","August",453023,291660,64.4,267200,59,24460,8.4
"14374","Florida","1998","August",12085943,7540531,62.4,7219059,59.7,321472,4.3
"14375","Georgia","1998","August",5868131,4085955,69.6,3911891,66.7,174064,4.3
"14376","Hawaii","1998","August",896641,603369,67.3,565885,63.1,37484,6.2
"14377","Idaho","1998","August",919013,651532,70.9,618552,67.3,32980,5.1
"14378","Illinois","1998","August",9238887,6358200,68.8,6078191,65.8,280009,4.4
"14379","Indiana","1998","August",4542008,3124597,68.8,3027432,66.7,97165,3.1
"14380","Iowa","1998","August",2214122,1593949,72,1550193,70,43756,2.7
"14381","Kansas","1998","August",1977229,1423063,72,1371977,69.4,51086,3.6
"14382","Kentucky","1998","August",3038177,1938081,63.8,1847839,60.8,90242,4.7
"14383","Louisiana","1998","August",3265215,2057205,63,1935795,59.3,121410,5.9
"14384","Maine","1998","August",976591,653330,66.9,624039,63.9,29291,4.5
"14385","Maryland","1998","August",3922766,2764283,70.5,2644265,67.4,120018,4.3
"14386","Massachusetts","1998","August",4857967,3345079,68.9,3237564,66.6,107515,3.2
"14387","Michigan","1998","August",7435776,5022445,67.5,4824069,64.9,198376,3.9
"14388","Minnesota","1998","August",3631246,2715619,74.8,2643000,72.8,72619,2.7
"14389","Mississippi","1998","August",2070597,1275126,61.6,1208097,58.3,67029,5.3
"14390","Missouri","1998","August",4168482,2917290,70,2797145,67.1,120145,4.1
"14391","Montana","1998","August",676492,461225,68.2,435775,64.4,25450,5.5
"14392","Nebraska","1998","August",1267351,932864,73.6,908467,71.7,24397,2.6
"14393","Nevada","1998","August",1421264,985102,69.3,944524,66.5,40578,4.1
"14394","New Hampshire","1998","August",921955,662661,71.9,644263,69.9,18398,2.8
"14395","New Jersey","1998","August",6358536,4237206,66.6,4051475,63.7,185731,4.4
"14396","New Mexico","1998","August",1319072,835125,63.3,784319,59.5,50806,6.1
"14397","New York","1998","August",14395412,9073228,63,8576960,59.6,496268,5.5
"14400","North Dakota","1998","August",486486,349223,71.8,338700,69.6,10523,3
"14401","Ohio","1998","August",8576655,5713540,66.6,5462162,63.7,251378,4.4
"14402","Oklahoma","1998","August",2538634,1642735,64.7,1569502,61.8,73233,4.5
"14403","Oregon","1998","August",2586132,1782548,68.9,1677908,64.9,104640,5.9
"14404","Pennsylvania","1998","August",9441442,6056660,64.1,5777896,61.2,278764,4.6
"14405","Rhode Island","1998","August",801779,532815,66.5,508956,63.5,23859,4.5
"14406","South Carolina","1998","August",2951709,1950330,66.1,1874356,63.5,75974,3.9
"14407","South Dakota","1998","August",552239,400234,72.5,389295,70.5,10939,2.7
"14408","Tennessee","1998","August",4278888,2822270,66,2700733,63.1,121537,4.3
"14409","Texas","1998","August",14673541,10137521,69.1,9636203,65.7,501318,4.9
"14410","Utah","1998","August",1528636,1105433,72.3,1064528,69.6,40905,3.7
"14411","Vermont","1998","August",464534,334528,72,323297,69.6,11231,3.4
"14412","Virginia","1998","August",5177275,3497202,67.5,3395859,65.6,101343,2.9
"14413","Washington","1998","August",4358293,3057592,70.2,2908780,66.7,148812,4.9
"14414","West Virginia","1998","August",1434155,794721,55.4,742178,51.8,52543,6.6
"14415","Wisconsin","1998","August",4017371,2968786,73.9,2864683,71.3,104103,3.5
"14416","Wyoming","1998","August",367234,258369,70.4,246111,67,12258,4.7
"14417","Alabama","1998","September",3348219,2137578,63.8,2041098,61,96480,4.5
"14418","Alaska","1998","September",427095,316109,74,295980,69.3,20129,6.4
"14419","Arizona","1998","September",3699298,2409265,65.1,2306101,62.3,103164,4.3
"14420","Arkansas","1998","September",1986236,1243649,62.6,1179749,59.4,63900,5.1
"14421","California","1998","September",24366611,16217152,66.6,15253429,62.6,963723,5.9
"14423","Colorado","1998","September",3126638,2327105,74.4,2243084,71.7,84021,3.6
"14424","Connecticut","1998","September",2574623,1744362,67.8,1687678,65.6,56684,3.2
"14425","Delaware","1998","September",582987,396515,68,382038,65.5,14477,3.7
"14426","District of Columbia","1998","September",453389,291377,64.3,267411,59,23966,8.2
"14427","Florida","1998","September",12105298,7558225,62.4,7238895,59.8,319330,4.2
"14428","Georgia","1998","September",5879142,4096075,69.7,3922467,66.7,173608,4.2
"14429","Hawaii","1998","September",896772,603571,67.3,566229,63.1,37342,6.2
"14430","Idaho","1998","September",920013,653297,71,620264,67.4,33033,5.1
"14431","Illinois","1998","September",9246136,6374765,68.9,6090453,65.9,284312,4.5
"14432","Indiana","1998","September",4545576,3129882,68.9,3029906,66.7,99976,3.2
"14433","Iowa","1998","September",2215451,1594685,72,1550636,70,44049,2.8
"14434","Kansas","1998","September",1978241,1426126,72.1,1375256,69.5,50870,3.6
"14435","Kentucky","1998","September",3041227,1940519,63.8,1850491,60.8,90028,4.6
"14436","Louisiana","1998","September",3267236,2054659,62.9,1935756,59.2,118903,5.8
"14437","Maine","1998","September",977567,654576,67,625394,64,29182,4.5
"14438","Maryland","1998","September",3926591,2763618,70.4,2646528,67.4,117090,4.2
"14439","Massachusetts","1998","September",4862957,3350707,68.9,3242938,66.7,107769,3.2
"14440","Michigan","1998","September",7440475,5035064,67.7,4834610,65,200454,4
"14441","Minnesota","1998","September",3635931,2719641,74.8,2645758,72.8,73883,2.7
"14442","Mississippi","1998","September",2071699,1275886,61.6,1209192,58.4,66694,5.2
"14443","Missouri","1998","September",4172063,2914710,69.9,2798442,67.1,116268,4
"14444","Montana","1998","September",677458,462215,68.2,436611,64.4,25604,5.5
"14445","Nebraska","1998","September",1268594,934250,73.6,909287,71.7,24963,2.7
"14446","Nevada","1998","September",1426189,988940,69.3,949217,66.6,39723,4
"14447","New Hampshire","1998","September",923051,664254,72,645607,69.9,18647,2.8
"14448","New Jersey","1998","September",6362715,4239557,66.6,4055461,63.7,184096,4.3
"14449","New Mexico","1998","September",1320285,834762,63.2,784348,59.4,50414,6
"14450","New York","1998","September",14404493,9083843,63.1,8587283,59.6,496560,5.5
"14453","North Dakota","1998","September",486558,348755,71.7,337934,69.5,10821,3.1
"14454","Ohio","1998","September",8579585,5718111,66.6,5465990,63.7,252121,4.4
"14455","Oklahoma","1998","September",2540823,1645443,64.8,1572916,61.9,72527,4.4
"14456","Oregon","1998","September",2589402,1784840,68.9,1679504,64.9,105336,5.9
"14457","Pennsylvania","1998","September",9445052,6060485,64.2,5780950,61.2,279535,4.6
"14458","Rhode Island","1998","September",802267,533214,66.5,509549,63.5,23665,4.4
"14459","South Carolina","1998","September",2955686,1955094,66.1,1877307,63.5,77787,4
"14460","South Dakota","1998","September",552327,401018,72.6,390069,70.6,10949,2.7
"14461","Tennessee","1998","September",4283483,2830787,66.1,2708925,63.2,121862,4.3
"14462","Texas","1998","September",14699142,10153088,69.1,9654281,65.7,498807,4.9
"14463","Utah","1998","September",1531084,1107963,72.4,1066988,69.7,40975,3.7
"14464","Vermont","1998","September",464559,334955,72.1,323852,69.7,11103,3.3
"14465","Virginia","1998","September",5183403,3505903,67.6,3404220,65.7,101683,2.9
"14466","Washington","1998","September",4363536,3066132,70.3,2915130,66.8,151002,4.9
"14467","West Virginia","1998","September",1434031,794764,55.4,742824,51.8,51940,6.5
"14468","Wisconsin","1998","September",4020826,2967909,73.8,2861567,71.2,106342,3.6
"14469","Wyoming","1998","September",367255,258730,70.4,246433,67.1,12297,4.8
"14470","Alabama","1998","October",3350021,2136888,63.8,2040532,60.9,96356,4.5
"14471","Alaska","1998","October",428086,316451,73.9,296267,69.2,20184,6.4
"14472","Arizona","1998","October",3707082,2419535,65.3,2315151,62.5,104384,4.3
"14473","Arkansas","1998","October",1987648,1245566,62.7,1181800,59.5,63766,5.1
"14474","California","1998","October",24405702,16240057,66.5,15282834,62.6,957223,5.9
"14476","Colorado","1998","October",3133615,2330632,74.4,2248557,71.8,82075,3.5
"14477","Connecticut","1998","October",2576086,1745661,67.8,1690204,65.6,55457,3.2
"14478","Delaware","1998","October",584063,396491,67.9,382472,65.5,14019,3.5
"14479","District of Columbia","1998","October",453754,291703,64.3,268341,59.1,23362,8
"14480","Florida","1998","October",12125653,7576025,62.5,7259808,59.9,316217,4.2
"14481","Georgia","1998","October",5890153,4104977,69.7,3932776,66.8,172201,4.2
"14482","Hawaii","1998","October",896903,603324,67.3,566344,63.1,36980,6.1
"14483","Idaho","1998","October",922013,654681,71,621640,67.4,33041,5
"14484","Illinois","1998","October",9252385,6388581,69,6104086,66,284495,4.5
"14485","Indiana","1998","October",4548143,3133747,68.9,3032818,66.7,100929,3.2
"14486","Iowa","1998","October",2216779,1595899,72,1551615,70,44284,2.8
"14487","Kansas","1998","October",1980252,1428503,72.1,1378295,69.6,50208,3.5
"14488","Kentucky","1998","October",3044277,1942879,63.8,1853152,60.9,89727,4.6
"14489","Louisiana","1998","October",3269257,2051684,62.8,1936105,59.2,115579,5.6
"14490","Maine","1998","October",977544,655786,67.1,627036,64.1,28750,4.4
"14491","Maryland","1998","October",3929415,2762509,70.3,2648903,67.4,113606,4.1
"14492","Massachusetts","1998","October",4866947,3355536,68.9,3247643,66.7,107893,3.2
"14493","Michigan","1998","October",7444175,5047686,67.8,4847032,65.1,200654,4
"14494","Minnesota","1998","October",3640616,2723278,74.8,2649104,72.8,74174,2.7
"14495","Mississippi","1998","October",2073800,1276400,61.5,1210298,58.4,66102,5.2
"14496","Missouri","1998","October",4175645,2911196,69.7,2800050,67.1,111146,3.8
"14497","Montana","1998","October",677425,463028,68.4,437273,64.5,25755,5.6
"14498","Nebraska","1998","October",1268838,935326,73.7,909940,71.7,25386,2.7
"14499","Nevada","1998","October",1431115,992585,69.4,953702,66.6,38883,3.9
"14500","New Hampshire","1998","October",925147,665933,72,647041,69.9,18892,2.8
"14501","New Jersey","1998","October",6367893,4243908,66.6,4060830,63.8,183078,4.3
"14502","New Mexico","1998","October",1321497,834500,63.1,784524,59.4,49976,6
"14503","New York","1998","October",14413574,9093731,63.1,8597898,59.7,495833,5.5
"14506","North Dakota","1998","October",486630,348174,71.5,337080,69.3,11094,3.2
"14507","Ohio","1998","October",8582514,5720925,66.7,5470730,63.7,250195,4.4
"14508","Oklahoma","1998","October",2544012,1647996,64.8,1576756,62,71240,4.3
"14509","Oregon","1998","October",2591673,1787150,69,1681480,64.9,105670,5.9
"14510","Pennsylvania","1998","October",9448662,6064514,64.2,5785620,61.2,278894,4.6
"14511","Rhode Island","1998","October",802756,533617,66.5,510033,63.5,23584,4.4
"14512","South Carolina","1998","October",2959664,1958819,66.2,1879933,63.5,78886,4
"14513","South Dakota","1998","October",553416,401779,72.6,390775,70.6,11004,2.7
"14514","Tennessee","1998","October",4287078,2839180,66.2,2717282,63.4,121898,4.3
"14515","Texas","1998","October",14724743,10164022,69,9671564,65.7,492458,4.8
"14516","Utah","1998","October",1534533,1110009,72.3,1069058,69.7,40951,3.7
"14517","Vermont","1998","October",464583,335419,72.2,324451,69.8,10968,3.3
"14518","Virginia","1998","October",5190531,3513898,67.7,3413061,65.8,100837,2.9
"14519","Washington","1998","October",4368779,3074290,70.4,2922242,66.9,152048,4.9
"14520","West Virginia","1998","October",1433908,795191,55.5,743809,51.9,51382,6.5
"14521","Wisconsin","1998","October",4024282,2966467,73.7,2859605,71.1,106862,3.6
"14522","Wyoming","1998","October",367277,259119,70.6,246782,67.2,12337,4.8
"14523","Alabama","1998","November",3351823,2136677,63.7,2040659,60.9,96018,4.5
"14524","Alaska","1998","November",429077,316808,73.8,296510,69.1,20298,6.4
"14525","Arizona","1998","November",3714866,2429212,65.4,2323421,62.5,105791,4.4
"14526","Arkansas","1998","November",1990060,1247251,62.7,1184210,59.5,63041,5.1
"14527","California","1998","November",24445794,16256870,66.5,15311367,62.6,945503,5.8
"14529","Colorado","1998","November",3141593,2333330,74.3,2253788,71.7,79542,3.4
"14530","Connecticut","1998","November",2576549,1746694,67.8,1692646,65.7,54048,3.1
"14531","Delaware","1998","November",584139,396393,67.9,382815,65.5,13578,3.4
"14532","District of Columbia","1998","November",454120,292757,64.5,270066,59.5,22691,7.8
"14533","Florida","1998","November",12145008,7591438,62.5,7278820,59.9,312618,4.1
"14534","Georgia","1998","November",5900164,4111813,69.7,3941533,66.8,170280,4.1
"14535","Hawaii","1998","November",898034,602717,67.1,566239,63.1,36478,6.1
"14536","Idaho","1998","November",923013,655325,71,622331,67.4,32994,5
"14537","Illinois","1998","November",9259634,6398321,69.1,6118271,66.1,280050,4.4
"14538","Indiana","1998","November",4551710,3134947,68.9,3035305,66.7,99642,3.2
"14539","Iowa","1998","November",2218107,1596974,72,1552777,70,44197,2.8
"14540","Kansas","1998","November",1981264,1429919,72.2,1380759,69.7,49160,3.4
"14541","Kentucky","1998","November",3046327,1944983,63.8,1855547,60.9,89436,4.6
"14542","Louisiana","1998","November",3270278,2048839,62.7,1936729,59.2,112110,5.5
"14543","Maine","1998","November",978521,656850,67.1,628800,64.3,28050,4.3
"14544","Maryland","1998","November",3933240,2761481,70.2,2651306,67.4,110175,4
"14545","Massachusetts","1998","November",4870937,3358683,69,3250936,66.7,107747,3.2
"14546","Michigan","1998","November",7448875,5058705,67.9,4858846,65.2,199859,4
"14547","Minnesota","1998","November",3645301,2726019,74.8,2652825,72.8,73194,2.7
"14548","Mississippi","1998","November",2074902,1276420,61.5,1211120,58.4,65300,5.1
"14549","Missouri","1998","November",4179226,2906716,69.6,2801457,67,105259,3.6
"14550","Montana","1998","November",678391,463578,68.3,437770,64.5,25808,5.6
"14551","Nebraska","1998","November",1270082,935910,73.7,910310,71.7,25600,2.7
"14552","Nevada","1998","November",1435041,996066,69.4,957911,66.8,38155,3.8
"14553","New Hampshire","1998","November",926242,667545,72.1,648490,70,19055,2.9
"14554","New Jersey","1998","November",6372071,4249676,66.7,4066891,63.8,182785,4.3
"14555","New Mexico","1998","November",1322709,834391,63.1,784841,59.3,49550,5.9
"14556","New York","1998","November",14422654,9100969,63.1,8607515,59.7,493454,5.4
"14559","North Dakota","1998","November",486702,347460,71.4,336133,69.1,11327,3.3
"14560","Ohio","1998","November",8585443,5722057,66.6,5475479,63.8,246578,4.3
"14561","Oklahoma","1998","November",2546201,1650142,64.8,1580505,62.1,69637,4.2
"14562","Oregon","1998","November",2594943,1789045,68.9,1683535,64.9,105510,5.9
"14563","Pennsylvania","1998","November",9451272,6067502,64.2,5790731,61.3,276771,4.6
"14564","Rhode Island","1998","November",803244,534008,66.5,510492,63.6,23516,4.4
"14565","South Carolina","1998","November",2963642,1961931,66.2,1882363,63.5,79568,4.1
"14566","South Dakota","1998","November",553505,402470,72.7,391397,70.7,11073,2.8
"14567","Tennessee","1998","November",4291673,2846137,66.3,2724681,63.5,121456,4.3
"14568","Texas","1998","November",14750345,10170496,69,9686697,65.7,483799,4.8
"14569","Utah","1998","November",1536981,1111622,72.3,1070791,69.7,40831,3.7
"14570","Vermont","1998","November",465608,335958,72.2,325126,69.8,10832,3.2
"14571","Virginia","1998","November",5196658,3520006,67.7,3420935,65.8,99071,2.8
"14572","Washington","1998","November",4374023,3080747,70.4,2929025,67,151722,4.9
"14573","West Virginia","1998","November",1433784,795992,55.5,744949,52,51043,6.4
"14574","Wisconsin","1998","November",4026737,2963812,73.6,2858409,71,105403,3.6
"14575","Wyoming","1998","November",368298,259555,70.5,247177,67.1,12378,4.8
"14576","Alabama","1998","December",3353625,2136924,63.7,2040845,60.9,96079,4.5
"14577","Alaska","1998","December",429069,317128,73.9,296639,69.1,20489,6.5
"14578","Arizona","1998","December",3721649,2437959,65.5,2330452,62.6,107507,4.4
"14579","Arkansas","1998","December",1991471,1248483,62.7,1186677,59.6,61806,5
"14580","California","1998","December",24481885,16268323,66.5,15337394,62.6,930929,5.7
"14582","Colorado","1998","December",3148570,2335457,74.2,2258642,71.7,76815,3.3
"14583","Connecticut","1998","December",2578012,1747635,67.8,1694822,65.7,52813,3
"14584","Delaware","1998","December",585215,396309,67.7,383058,65.5,13251,3.3
"14585","District of Columbia","1998","December",454485,294512,64.8,272472,60,22040,7.5
"14586","Florida","1998","December",12163364,7602838,62.5,7293164,60,309674,4.1
"14587","Georgia","1998","December",5910174,4116823,69.7,3948122,66.8,168701,4.1
"14588","Hawaii","1998","December",898165,601947,67,566012,63,35935,6
"14589","Idaho","1998","December",925014,655043,70.8,622112,67.3,32931,5
"14590","Illinois","1998","December",9264883,6405241,69.1,6131734,66.2,273507,4.3
"14591","Indiana","1998","December",4554278,3133479,68.8,3036498,66.7,96981,3.1
"14592","Iowa","1998","December",2219435,1597501,72,1553758,70,43743,2.7
"14593","Kansas","1998","December",1982276,1430253,72.2,1382284,69.7,47969,3.4
"14594","Kentucky","1998","December",3048376,1946962,63.9,1857581,60.9,89381,4.6
"14595","Louisiana","1998","December",3272300,2046031,62.5,1936973,59.2,109058,5.3
"14596","Maine","1998","December",979498,657746,67.2,630454,64.4,27292,4.1
"14597","Maryland","1998","December",3936065,2761123,70.1,2653646,67.4,107477,3.9
